ID,UserID,Combination,Time,Position
40,12,"[""a1"", ""b1"", ""a1"", ""b1"", ""a1"", ""b1"", ""a1"", ""b1"", ""a1"", ""b1"", ""a1"", ""b1""]","[[1584216097306, 1584216098161, 1584216098769, 1584216099017, 1584216099297, 1584216099537, 1584216099801, 1584216100056, 1584216100305, 1584216100545, 1584216100817, 1584216101153], [1584216103617, 1584216103905, 1584216104201, 1584216104488, 1584216104736, 1584216105001, 1584216105265, 1584216105545, 1584216105801, 1584216106073, 1584216106360, 1584216106641], [1584216107841, 1584216108137, 1584216108392, 1584216108681, 1584216109024, 1584216109345, 1584216109664, 1584216109985, 1584216110305, 1584216110673, 1584216110937, 1584216111233], [1584216112209, 1584216112497, 1584216112753, 1584216113032, 1584216113320, 1584216113641, 1584216113881, 1584216114184, 1584216114473, 1584216114809, 1584216115137, 1584216115376], [1584216116609, 1584216116865, 1584216117113, 1584216117497, 1584216117880, 1584216118177, 1584216118481, 1584216118745, 1584216119065, 1584216119416, 1584216119737, 1584216120024]]","[[[596, 471], [566, 636], [588, 485], [589, 655], [572, 461], [581, 618], [591, 461], [588, 615], [590, 478], [590, 628], [585, 456], [591, 645]], [[594, 486], [600, 658], [586, 445], [596, 634], [592, 460], [588, 660], [594, 461], [595, 643], [596, 476], [597, 654], [598, 490], [595, 655]], [[605, 430], [601, 651], [593, 444], [593, 603], [585, 460], [600, 661], [611, 464], [592, 638], [605, 432], [585, 642], [586, 467], [586, 638]], [[592, 427], [577, 638], [577, 457], [580, 625], [564, 437], [580, 645], [568, 448], [578, 645], [597, 451], [589, 642], [588, 472], [589, 634]], [[571, 447], [575, 596], [582, 423], [579, 664], [586, 485], [584, 637], [588, 464], [591, 651], [592, 436], [598, 612], [598, 442], [603, 635]]]"
41,13,"[""a2"", ""a1"", ""b2"", ""c1"", ""b1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""a1"", ""b2""]","[[1584267170662, 1584267171873, 1584267172623, 1584267174146, 1584267174528, 1584267174904, 1584267178853, 1584267179749, 1584267180629, 1584267181425, 1584267182314, 1584267183814], [1584267193160, 1584267193636, 1584267194544, 1584267195062, 1584267195476, 1584267195837, 1584267196269, 1584267196659, 1584267197034, 1584267197451, 1584267197777, 1584267198149], [1584267210590, 1584267211035, 1584267211472, 1584267211943, 1584267212300, 1584267212696, 1584267213175, 1584267213531, 1584267213883, 1584267214860, 1584267215712, 1584267216144], [1584267227024, 1584267230070, 1584267231290, 1584267232246, 1584267232934, 1584267233568, 1584267234179, 1584267234680, 1584267235240, 1584267235959, 1584267237163, 1584267238264], [1584267242748, 1584267243474, 1584267244157, 1584267245831, 1584267246682, 1584267247319, 1584267247866, 1584267248371, 1584267248812, 1584267251609, 1584267252049, 1584267252550]]","[[[507, 1261], [278, 1240], [504, 1433], [314, 1603], [296, 1436], [484, 1585], [649, 1582], [689, 1394], [676, 1260], [476, 1248], [293, 1265], [486, 1409]], [[509, 1219], [297, 1231], [494, 1420], [304, 1573], [272, 1405], [474, 1592], [657, 1590], [678, 1397], [680, 1232], [507, 1227], [298, 1208], [497, 1419]], [[533, 1242], [292, 1216], [500, 1400], [305, 1591], [280, 1399], [488, 1585], [684, 1623], [666, 1415], [691, 1200], [497, 1246], [297, 1244], [501, 1385]], [[526, 1252], [282, 1235], [507, 1408], [309, 1603], [292, 1416], [502, 1586], [673, 1588], [694, 1385], [701, 1229], [480, 1263], [275, 1248], [500, 1410]], [[516, 1227], [278, 1241], [516, 1422], [297, 1593], [290, 1404], [490, 1617], [663, 1574], [681, 1392], [689, 1206], [521, 1225], [297, 1248], [495, 1390]]]"
42,13,"[""a2"", ""a1"", ""b2"", ""c1"", ""b1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""a1"", ""b2""]","[[1584284976233, 1584284976685, 1584284977090, 1584284977625, 1584284978299, 1584284978669, 1584284979052, 1584284982154, 1584284982793, 1584284985447, 1584284986734, 1584284987290], [1584284990643, 1584284991127, 1584284991598, 1584284992080, 1584284992510, 1584284992957, 1584284993450, 1584284993876, 1584284994358, 1584284994821, 1584284995343, 1584284995818], [1584284998905, 1584284999378, 1584284999801, 1584285000424, 1584285000859, 1584285001242, 1584285001709, 1584285002101, 1584285002540, 1584285002896, 1584285003344, 1584285003896], [1584285007400, 1584285007839, 1584285008210, 1584285008854, 1584285009224, 1584285009555, 1584285009938, 1584285010311, 1584285010684, 1584285011914, 1584285012374, 1584285012982], [1584285015686, 1584285016197, 1584285016528, 1584285017595, 1584285018675, 1584285019136, 1584285021235, 1584285021876, 1584285022495, 1584285023267, 1584285024042, 1584285024634]]","[[[518, 1244], [326, 1241], [511, 1397], [305, 1583], [293, 1412], [505, 1585], [700, 1588], [676, 1432], [681, 1225], [505, 1234], [314, 1241], [488, 1419]], [[510, 1240], [301, 1222], [503, 1413], [312, 1562], [303, 1433], [492, 1574], [664, 1604], [688, 1393], [692, 1219], [499, 1240], [299, 1259], [496, 1404]], [[506, 1236], [287, 1230], [511, 1406], [303, 1560], [291, 1417], [490, 1572], [670, 1595], [670, 1418], [689, 1232], [508, 1228], [299, 1233], [503, 1403]], [[507, 1233], [288, 1231], [499, 1392], [296, 1606], [289, 1402], [501, 1574], [664, 1597], [675, 1409], [691, 1229], [519, 1227], [297, 1248], [518, 1411]], [[510, 1233], [295, 1239], [509, 1396], [289, 1639], [294, 1438], [448, 1596], [678, 1595], [686, 1425], [716, 1242], [509, 1257], [318, 1223], [497, 1413]]]"
43,3,"[""a3"", ""a2"", ""a1"", ""b1"", ""b2"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""b2"", ""b3""]","[[1584292313506, 1584292313819, 1584292314041, 1584292314222, 1584292316041, 1584292316291, 1584292317207, 1584292317416, 1584292317541, 1584292317930, 1584292318791, 1584292319020], [1584292321575, 1584292321832, 1584292321964, 1584292322151, 1584292322346, 1584292322533, 1584292322770, 1584292323006, 1584292323152, 1584292323388, 1584292323749, 1584292324054], [1584292334311, 1584292334415, 1584292334554, 1584292334790, 1584292335033, 1584292335172, 1584292335429, 1584292335748, 1584292335915, 1584292336283, 1584292336609, 1584292336915], [1584292338609, 1584292338734, 1584292338956, 1584292339137, 1584292339387, 1584292339560, 1584292339803, 1584292340054, 1584292340178, 1584292340408, 1584292340602, 1584292340699], [1584292342360, 1584292342471, 1584292342575, 1584292342881, 1584292343068, 1584292343200, 1584292343443, 1584292343623, 1584292343741, 1584292343936, 1584292344214, 1584292344964]]","[[[1182, 499], [995, 495], [820, 494], [776, 627], [908, 674], [1084, 673], [1122, 814], [995, 861], [820, 861], [768, 723], [906, 655], [1097, 660]], [[1182, 511], [1000, 495], [817, 490], [757, 630], [909, 666], [1085, 660], [1124, 808], [994, 864], [814, 863], [776, 727], [904, 660], [1087, 667]], [[1175, 477], [998, 486], [812, 493], [755, 631], [913, 703], [1084, 677], [1173, 828], [997, 867], [815, 868], [744, 718], [906, 656], [1086, 660]], [[1179, 501], [993, 514], [806, 531], [742, 636], [917, 713], [1085, 676], [1168, 825], [992, 886], [814, 872], [769, 724], [910, 655], [1086, 665]], [[1177, 497], [992, 477], [815, 475], [735, 644], [906, 652], [1095, 650], [1142, 810], [999, 845], [813, 850], [758, 724], [906, 654], [1087, 673]]]"
44,3,"[""a1"", ""b2"", ""c3"", ""c2"", ""c1"", ""b2"", ""a3"", ""b3"", ""c3"", ""b2"", ""a1"", ""a2""]","[[1584292400818, 1584292401119, 1584292401455, 1584292401781, 1584292402094, 1584292402443, 1584292402849, 1584292403228, 1584292403593, 1584292404424, 1584292404833, 1584292405184], [1584292408814, 1584292409143, 1584292409502, 1584292409824, 1584292410176, 1584292410512, 1584292410916, 1584292411283, 1584292411959, 1584292412413, 1584292412803, 1584292413214], [1584292415210, 1584292415490, 1584292416277, 1584292416533, 1584292416909, 1584292417612, 1584292419403, 1584292419721, 1584292420285, 1584292420578, 1584292420944, 1584292421339], [1584292423502, 1584292423874, 1584292424362, 1584292424652, 1584292425212, 1584292425993, 1584292426500, 1584292426856, 1584292427321, 1584292427638, 1584292427971, 1584292428347], [1584292430651, 1584292430983, 1584292431320, 1584292431581, 1584292431918, 1584292432493, 1584292433678, 1584292433945, 1584292434308, 1584292434707, 1584292435235, 1584292435631], [1584292453093, 1584292453333, 1584292453612, 1584292453876, 1584292454161, 1584292454987, 1584292455338, 1584292455964, 1584292456313, 1584292456643, 1584292456964, 1584292457264], [1584292458644, 1584292458899, 1584292459229, 1584292459492, 1584292459830, 1584292460131, 1584292460478, 1584292460793, 1584292461111, 1584292461387, 1584292461691, 1584292461976], [1584292464332, 1584292464565, 1584292464859, 1584292465122, 1584292465399, 1584292465681, 1584292466025, 1584292466293, 1584292466618, 1584292466895, 1584292467206, 1584292467551], [1584292468619, 1584292468866, 1584292469135, 1584292469439, 1584292470174, 1584292470515, 1584292470868, 1584292471310, 1584292471668, 1584292472009, 1584292472285, 1584292472712]]","[[[768, 488], [951, 655], [1135, 847], [951, 875], [771, 872], [948, 682], [1085, 512], [1152, 679], [1156, 886], [968, 665], [749, 511], [936, 512]], [[792, 488], [964, 673], [1122, 836], [946, 848], [804, 857], [973, 679], [1117, 508], [1105, 652], [1138, 846], [951, 697], [758, 491], [917, 494]], [[805, 492], [966, 655], [1116, 855], [978, 862], [743, 872], [920, 708], [1102, 521], [1121, 661], [1132, 836], [975, 711], [758, 509], [915, 503]], [[786, 495], [949, 687], [1148, 860], [980, 872], [791, 868], [933, 690], [1122, 508], [1136, 675], [1104, 876], [928, 647], [725, 500], [934, 496]], [[745, 478], [921, 652], [1128, 853], [989, 862], [780, 881], [957, 679], [1106, 527], [1144, 685], [1143, 845], [941, 688], [785, 499], [979, 496]], [[805, 487], [941, 660], [1148, 850], [950, 849], [764, 875], [954, 670], [1106, 505], [1135, 673], [1138, 838], [952, 692], [773, 487], [952, 493]], [[785, 508], [928, 657], [1126, 849], [981, 839], [792, 861], [939, 685], [1094, 497], [1113, 665], [1138, 818], [916, 683], [729, 488], [932, 491]], [[794, 479], [933, 660], [1130, 870], [959, 857], [815, 876], [962, 666], [1121, 514], [1128, 652], [1144, 835], [920, 671], [751, 493], [949, 482]], [[775, 508], [943, 678], [1140, 839], [950, 841], [809, 844], [969, 657], [1118, 524], [1133, 680], [1127, 867], [926, 670], [737, 499], [925, 503]]]"
45,3,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1""]","[[1584292483519, 1584292483817, 1584292484046, 1584292484296, 1584292484456, 1584292484637, 1584292484748, 1584292484900, 1584292485060, 1584292485227, 1584292485442, 1584292485616], [1584292487810, 1584292487928, 1584292488095, 1584292488227, 1584292488386, 1584292488560, 1584292488747, 1584292488886, 1584292489081, 1584292489289, 1584292490060, 1584292490386], [1584292493997, 1584292494240, 1584292494421, 1584292494622, 1584292494851, 1584292495046, 1584292495296, 1584292495504, 1584292495747, 1584292495983, 1584292496226, 1584292496414], [1584292497587, 1584292497754, 1584292497907, 1584292498087, 1584292498275, 1584292498469, 1584292498712, 1584292498914, 1584292499094, 1584292499330, 1584292499796, 1584292499990], [1584292507226, 1584292507420, 1584292507635, 1584292507809, 1584292508031, 1584292508267, 1584292508469, 1584292508656, 1584292508871, 1584292509101, 1584292509344, 1584292509559]]","[[[823, 470], [994, 497], [1023, 630], [905, 697], [848, 544], [998, 478], [1072, 638], [910, 688], [850, 538], [994, 477], [1068, 639], [896, 706]], [[828, 459], [1000, 469], [1021, 632], [885, 718], [839, 534], [994, 495], [1068, 637], [898, 702], [865, 542], [993, 481], [999, 702], [898, 687]], [[810, 497], [995, 476], [1037, 628], [864, 725], [862, 544], [994, 488], [1086, 651], [906, 697], [833, 533], [994, 477], [1043, 630], [903, 684]], [[814, 474], [1011, 458], [1060, 628], [899, 697], [849, 542], [997, 476], [1058, 630], [908, 661], [852, 543], [1000, 473], [1057, 629], [903, 670]], [[823, 464], [1005, 463], [1027, 628], [905, 683], [843, 537], [996, 482], [1054, 630], [911, 686], [838, 540], [1004, 473], [1070, 635], [908, 666]]]"
46,3,"[""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1""]","[[1584292521087, 1584292521309, 1584292521495, 1584292521706, 1584292521916, 1584292522195, 1584292522402, 1584292522626, 1584292522867, 1584292523135, 1584292523366, 1584292523627], [1584292525103, 1584292525318, 1584292525521, 1584292525714, 1584292525930, 1584292526169, 1584292526391, 1584292526629, 1584292526895, 1584292527160, 1584292527399, 1584292527669], [1584292528664, 1584292528863, 1584292529080, 1584292529315, 1584292529656, 1584292529907, 1584292530127, 1584292530381, 1584292530645, 1584292530918, 1584292531160, 1584292531546], [1584292538649, 1584292538868, 1584292539099, 1584292539338, 1584292539557, 1584292539798, 1584292540011, 1584292540270, 1584292540526, 1584292540776, 1584292541073, 1584292541372], [1584292542494, 1584292542717, 1584292542932, 1584292543155, 1584292543409, 1584292543633, 1584292543864, 1584292544127, 1584292544394, 1584292544663, 1584292544926, 1584292545220]]","[[[1048, 677], [1017, 490], [872, 471], [855, 642], [1044, 651], [1037, 494], [876, 491], [858, 677], [1058, 688], [1034, 482], [840, 493], [847, 671]], [[1052, 668], [1023, 489], [844, 488], [824, 672], [1019, 668], [1013, 490], [867, 496], [849, 661], [1017, 660], [1022, 486], [860, 494], [843, 660]], [[1050, 676], [1027, 520], [865, 501], [854, 663], [1003, 674], [1015, 500], [825, 493], [861, 727], [1072, 685], [1007, 486], [833, 480], [865, 701]], [[1045, 637], [1027, 468], [865, 471], [855, 677], [1045, 664], [1050, 481], [863, 467], [873, 661], [1051, 661], [1030, 522], [840, 507], [849, 673]], [[1057, 657], [1049, 512], [871, 492], [871, 718], [1051, 672], [1020, 495], [845, 497], [859, 685], [1072, 667], [1024, 475], [817, 492], [867, 684]]]"
47,10,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""b2"", ""b3"", ""c3"", ""c2""]","[[1584294926528, 1584294928584, 1584294929380, 1584294930094, 1584294930762, 1584294931478, 1584294932196, 1584294932962, 1584294933695, 1584294934513, 1584294935295, 1584294936079], [1584294938747, 1584294939461, 1584294940133, 1584294940813, 1584294941412, 1584294942133, 1584294942863, 1584294944732, 1584294945445, 1584294946216, 1584294949365, 1584294950081], [1584294957946, 1584294958863, 1584294959780, 1584294960580, 1584294961347, 1584294962148, 1584294962881, 1584294963648, 1584294964297, 1584294965067, 1584294965749, 1584294966497], [1584294968946, 1584294969680, 1584294970331, 1584294971044, 1584294971714, 1584294972434, 1584294973166, 1584294974013, 1584294974867, 1584294975632, 1584294976465, 1584294977348], [1584294979565, 1584294980197, 1584294980830, 1584294981432, 1584294982131, 1584294982680, 1584294983416, 1584294984098, 1584294984796, 1584294985463, 1584294986197, 1584294986816]]","[[[294, 566], [479, 583], [682, 568], [679, 756], [683, 959], [490, 912], [280, 920], [299, 742], [486, 749], [656, 734], [666, 920], [481, 943]], [[264, 565], [485, 600], [679, 564], [681, 749], [689, 943], [510, 943], [278, 941], [325, 750], [482, 758], [662, 749], [703, 934], [486, 958]], [[295, 606], [527, 574], [714, 568], [669, 796], [687, 967], [473, 951], [264, 929], [267, 750], [502, 758], [702, 743], [685, 935], [487, 979]], [[276, 622], [503, 567], [706, 581], [655, 760], [652, 943], [504, 960], [273, 967], [317, 729], [498, 755], [652, 739], [675, 968], [495, 942]], [[268, 575], [507, 587], [668, 564], [668, 764], [685, 959], [502, 932], [310, 952], [303, 749], [503, 790], [675, 723], [683, 938], [482, 959]]]"
48,14,"[""a1"", ""a2"", ""b2"", ""b1"", ""c1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""b2"", ""b1""]","[[1584308075800, 1584308075987, 1584308076413, 1584308076826, 1584308077053, 1584308077279, 1584308077452, 1584308077666, 1584308077812, 1584308078239, 1584308078599, 1584308079984], [1584308181536, 1584308181682, 1584308181882, 1584308182189, 1584308182482, 1584308182721, 1584308183095, 1584308183415, 1584308183668, 1584308186559, 1584308189624, 1584308189944], [1584308217420, 1584308217607, 1584308217860, 1584308218126, 1584308218407, 1584308218540, 1584308218699, 1584308218913, 1584308219139, 1584308219432, 1584308219673, 1584308219926], [1584308233530, 1584308233691, 1584308233917, 1584308234131, 1584308234436, 1584308234663, 1584308234890, 1584308235036, 1584308235169, 1584308235702, 1584308235956, 1584308236116], [1584308238607, 1584308238794, 1584308239021, 1584308239194, 1584308239461, 1584308239674, 1584308239860, 1584308240034, 1584308240207, 1584308240566, 1584308240860, 1584308241006]]","[[[1458, 469], [1631, 486], [1663, 636], [1517, 632], [1501, 813], [1641, 879], [1820, 857], [1910, 679], [1887, 529], [1704, 458], [1653, 644], [1523, 659]], [[1453, 476], [1645, 475], [1685, 634], [1543, 662], [1511, 833], [1651, 898], [1833, 897], [1893, 719], [1899, 527], [1727, 477], [1684, 628], [1530, 672]], [[1456, 501], [1643, 500], [1682, 646], [1539, 647], [1487, 816], [1650, 854], [1817, 853], [1870, 718], [1874, 543], [1726, 484], [1676, 630], [1530, 662]], [[1460, 474], [1636, 483], [1702, 642], [1520, 676], [1484, 814], [1641, 851], [1824, 834], [1882, 713], [1885, 541], [1711, 457], [1683, 632], [1545, 687]], [[1464, 459], [1642, 474], [1658, 642], [1521, 635], [1472, 822], [1634, 853], [1815, 846], [1899, 714], [1880, 534], [1718, 463], [1686, 630], [1525, 672]]]"
49,15,"[""a1"", ""b1"", ""c1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""a1"", ""b1"", ""c1"", ""c2""]","[[1584460346505, 1584460347388, 1584460347888, 1584460348555, 1584460348922, 1584460349405, 1584460349805, 1584460350205, 1584460350604, 1584460351005, 1584460351388, 1584460351805], [1584460356871, 1584460357205, 1584460357838, 1584460358188, 1584460358555, 1584460358838, 1584460358888, 1584460359438, 1584460359854, 1584460360188, 1584460360638, 1584460361005], [1584460364571, 1584460365138, 1584460365438, 1584460365788, 1584460366105, 1584460366354, 1584460366538, 1584460366955, 1584460367222, 1584460367755, 1584460368122, 1584460368805], [1584460378388, 1584460378688, 1584460378905, 1584460379222, 1584460379405, 1584460379655, 1584460379838, 1584460380138, 1584460380371, 1584460380755, 1584460381005, 1584460381405], [1584460383439, 1584460383822, 1584460384089, 1584460384405, 1584460384655, 1584460384922, 1584460385022, 1584460385421, 1584460385821, 1584460386171, 1584460386722, 1584460387272], [1584460391722, 1584460392122, 1584460392489, 1584460392889, 1584460393305, 1584460393589, 1584460394022, 1584460394389, 1584460394789, 1584460395189, 1584460395572, 1584460395939]]","[[[728, 467], [759, 627], [770, 819], [916, 867], [1087, 881], [1155, 719], [1136, 536], [984, 461], [797, 457], [776, 627], [765, 824], [919, 851]], [[800, 457], [778, 648], [768, 810], [919, 873], [1106, 888], [1162, 665], [1165, 513], [988, 462], [810, 466], [743, 638], [750, 811], [908, 833]], [[732, 486], [774, 657], [772, 814], [921, 869], [1091, 866], [1129, 713], [1125, 533], [987, 470], [813, 468], [768, 630], [766, 809], [902, 853]], [[730, 490], [778, 645], [777, 809], [905, 855], [1089, 852], [1137, 721], [1137, 539], [996, 481], [819, 480], [775, 635], [776, 811], [905, 863]], [[733, 522], [750, 639], [747, 813], [901, 852], [1086, 841], [1123, 715], [1115, 525], [979, 454], [809, 462], [787, 630], [774, 808], [904, 850]], [[739, 510], [769, 655], [770, 810], [925, 843], [1090, 851], [1130, 716], [1132, 538], [989, 494], [818, 479], [793, 632], [775, 813], [907, 869]]]"
50,15,"[""a1"", ""a2"", ""a3"", ""b3"", ""b2"", ""b1"", ""c1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2""]","[[1584460361885, 1584460363865, 1584460364776, 1584460365282, 1584460365864, 1584460366419, 1584460367060, 1584460367487, 1584460367859, 1584460369614, 1584460370064, 1584460370592], [1584460400518, 1584460401204, 1584460401586, 1584460402206, 1584460402644, 1584460402936, 1584460403386, 1584460403746, 1584460404005, 1584460404421, 1584460404748, 1584460405187], [1584460413230, 1584460413500, 1584460413714, 1584460414299, 1584460414625, 1584460415222, 1584460415537, 1584460415795, 1584460415908, 1584460416268, 1584460416572, 1584460416887], [1584460419879, 1584460420487, 1584460420858, 1584460421432, 1584460421757, 1584460422039, 1584460422456, 1584460422726, 1584460422872, 1584460423187, 1584460423434, 1584460423817], [1584460426359, 1584460426956, 1584460427293, 1584460427597, 1584460427799, 1584460428058, 1584460428587, 1584460428879, 1584460429026, 1584460429386, 1584460429689, 1584460430061]]","[[[729, 486], [920, 498], [1091, 488], [1142, 625], [1007, 664], [822, 673], [772, 809], [924, 839], [1099, 838], [1115, 719], [1124, 540], [1007, 496]], [[740, 508], [915, 499], [1091, 493], [1134, 626], [1006, 689], [819, 680], [754, 813], [914, 851], [1091, 854], [1160, 720], [1137, 544], [1010, 490]], [[729, 496], [915, 495], [1092, 489], [1155, 634], [1008, 662], [824, 672], [769, 809], [917, 855], [1105, 856], [1152, 720], [1146, 544], [1007, 491]], [[795, 446], [913, 483], [1094, 485], [1148, 634], [1002, 678], [824, 682], [785, 809], [925, 841], [1094, 846], [1160, 720], [1138, 541], [1002, 472]], [[752, 454], [918, 474], [1092, 481], [1125, 631], [1003, 665], [817, 663], [768, 813], [914, 850], [1099, 844], [1151, 721], [1139, 540], [996, 469]]]"
51,15,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""a1"", ""a2"", ""a3"", ""b3""]","[[1584460425700, 1584460426857, 1584460427269, 1584460428099, 1584460428613, 1584460429084, 1584460429567, 1584460430107, 1584460430715, 1584460431169, 1584460431599, 1584460432019], [1584460440958, 1584460441387, 1584460442105, 1584460442583, 1584460442981, 1584460443363, 1584460443715, 1584460444021, 1584460444371, 1584460444785, 1584460445177, 1584460445559], [1584460450371, 1584460450723, 1584460451083, 1584460451427, 1584460451855, 1584460452240, 1584460452598, 1584460453465, 1584460453801, 1584460454129, 1584460454535, 1584460454997], [1584460457990, 1584460458396, 1584460458794, 1584460459162, 1584460459552, 1584460459912, 1584460460294, 1584460460826, 1584460461248, 1584460461638, 1584460461990, 1584460462396], [1584460465528, 1584460465880, 1584460466286, 1584460466724, 1584460467138, 1584460467576, 1584460468019, 1584460468388, 1584460468756, 1584460469098, 1584460469466, 1584460469842], [1584460475458, 1584460475856, 1584460476662, 1584460477584, 1584460477920, 1584460478856, 1584460479216, 1584460479598, 1584460480004, 1584460480412, 1584460480810, 1584460481254]]","[[[771, 479], [982, 482], [1105, 479], [1121, 660], [1144, 897], [991, 878], [735, 861], [730, 695], [761, 519], [916, 485], [1131, 488], [1149, 661]], [[784, 478], [925, 486], [1178, 495], [1151, 698], [1141, 865], [954, 852], [755, 827], [759, 659], [767, 490], [928, 499], [1123, 490], [1134, 657]], [[797, 475], [930, 497], [1149, 500], [1163, 716], [1165, 861], [957, 858], [771, 846], [784, 670], [790, 504], [938, 505], [1112, 520], [1132, 698]], [[768, 450], [931, 483], [1141, 502], [1156, 687], [1147, 888], [958, 846], [778, 829], [765, 676], [764, 487], [962, 500], [1103, 512], [1126, 677]], [[787, 471], [999, 481], [1116, 488], [1140, 667], [1136, 880], [971, 851], [786, 821], [765, 664], [769, 508], [948, 508], [1138, 524], [1134, 681]], [[777, 481], [925, 481], [1133, 480], [1134, 704], [1141, 838], [932, 872], [793, 853], [739, 665], [763, 532], [936, 516], [1098, 520], [1135, 679]]]"
52,15,"[""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2""]","[[1584460496323, 1584460497041, 1584460497407, 1584460497857, 1584460498257, 1584460498673, 1584460499074, 1584460499490, 1584460499857, 1584460500291, 1584460500674, 1584460501107], [1584460511474, 1584460511857, 1584460512157, 1584460512524, 1584460512857, 1584460513241, 1584460513574, 1584460513924, 1584460514257, 1584460514590, 1584460514891, 1584460515257], [1584460517656, 1584460517990, 1584460518339, 1584460518707, 1584460519040, 1584460519373, 1584460519673, 1584460520057, 1584460520406, 1584460520740, 1584460521040, 1584460521390], [1584460523173, 1584460523507, 1584460523856, 1584460524223, 1584460524540, 1584460524873, 1584460525223, 1584460525523, 1584460525923, 1584460526257, 1584460526590, 1584460526990], [1584460528906, 1584460529323, 1584460529607, 1584460529973, 1584460530307, 1584460530657, 1584460530990, 1584460531340, 1584460531640, 1584460531973, 1584460532307, 1584460532656], [1584460534556, 1584460534924, 1584460535576, 1584460535974, 1584460536290, 1584460536640, 1584460536957, 1584460537306, 1584460537656, 1584460537940, 1584460538274, 1584460538623]]","[[[814, 506], [997, 506], [895, 497], [995, 499], [907, 498], [996, 497], [911, 496], [994, 508], [905, 509], [1004, 506], [899, 501], [1004, 503]], [[863, 445], [995, 485], [897, 477], [1007, 490], [901, 490], [992, 499], [897, 499], [1005, 500], [910, 500], [1012, 506], [903, 500], [1004, 503]], [[831, 533], [1036, 522], [897, 507], [998, 507], [911, 501], [1002, 503], [899, 499], [994, 506], [898, 509], [1036, 513], [882, 514], [1000, 520]], [[816, 511], [1005, 506], [892, 492], [1004, 498], [909, 503], [1003, 507], [895, 503], [995, 498], [902, 496], [1005, 506], [878, 504], [1010, 506]], [[823, 518], [1000, 518], [904, 507], [1009, 502], [907, 505], [997, 509], [906, 507], [1010, 504], [901, 498], [1017, 495], [895, 510], [995, 509]], [[815, 518], [1000, 510], [908, 513], [1010, 510], [899, 513], [999, 509], [905, 508], [1004, 505], [904, 499], [1025, 494], [910, 499], [1003, 498]]]"
53,15,"[""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2""]","[[1584460559723, 1584460560051, 1584460560449, 1584460560777, 1584460561215, 1584460561559, 1584460561973, 1584460562309, 1584460562659, 1584460563035, 1584460563449, 1584460564105], [1584460567933, 1584460568215, 1584460568606, 1584460568925, 1584460569215, 1584460569487, 1584460569815, 1584460570089, 1584460570387, 1584460570643, 1584460570941, 1584460571245], [1584460572745, 1584460573143, 1584460573769, 1584460574105, 1584460574401, 1584460574683, 1584460574995, 1584460575277, 1584460575573, 1584460575863, 1584460576167, 1584460576511], [1584460577949, 1584460578215, 1584460578487, 1584460578793, 1584460579081, 1584460579393, 1584460579707, 1584460580043, 1584460580347, 1584460580691, 1584460581043, 1584460581347], [1584460582840, 1584460583675, 1584460584003, 1584460584301, 1584460584597, 1584460584879, 1584460585167, 1584460585457, 1584460586192, 1584460586511, 1584460586893, 1584460587237], [1584460588832, 1584460589129, 1584460589426, 1584460589715, 1584460590011, 1584460590293, 1584460590622, 1584460590941, 1584460591261, 1584460591565, 1584460591863, 1584460592151]]","[[[865, 480], [1024, 479], [855, 479], [1074, 490], [874, 479], [1068, 481], [885, 478], [1038, 489], [872, 486], [1014, 495], [884, 494], [1015, 499]], [[882, 479], [1003, 477], [893, 475], [1006, 474], [886, 478], [1043, 486], [888, 480], [1017, 485], [870, 475], [1044, 484], [869, 483], [1054, 485]], [[876, 484], [1029, 483], [884, 477], [1044, 479], [886, 476], [1034, 476], [883, 467], [1040, 479], [858, 473], [1019, 486], [892, 482], [992, 486]], [[884, 474], [1027, 473], [866, 466], [1031, 483], [892, 479], [1015, 491], [881, 482], [1021, 491], [865, 473], [1036, 482], [867, 465], [1029, 479]], [[888, 485], [1065, 493], [849, 482], [1002, 489], [895, 483], [1012, 488], [884, 475], [1021, 488], [862, 473], [1059, 480], [895, 470], [1031, 481]], [[885, 470], [1004, 471], [889, 477], [1020, 484], [871, 481], [1045, 482], [890, 481], [1034, 491], [867, 481], [1019, 492], [869, 480], [1024, 493]]]"
